"x","y"
"36.39","5.18"
"-12.479999999999999","-0.33"
"-9.290000000000001","-0.6500000000000001"
"-0.44","1.38"
"-5.21","-1.24"
"1.8199999999999998","-5.289999999999999"
"-4.48","1.4599999999999997"
"4.369999999999999","-1"
"-8.05","2.63"
"12.360000000000001","-0.9700000000000002"
"-8.019999999999998","8.1"
"7.23","-1.08"
"6.41","-0.35"
"14.410000000000002","-0.2600000000000001"
"-7.319999999999999","2.3200000000000003"
"6.12","-0.8"
"-9.24","1.6"
"-24.38","-2.4499999999999997"
"3.82","-0.38"
"4.3500000000000005","-2.8299999999999996"
"-6.760000000000001","-1.49"
"-54.78999999999997","-0.9799999999999998"
"0.52","-0.25"
"-9.48","3.3600000000000003"
"-15.840000000000002","-4.26"
"5.1","-1.72"
"6.429999999999999","1.09"
"9.26","-1.4400000000000002"
"35.34999999999999","-6.240000000000001"
"-5.13","21.080000000000002"
"-1.5500000000000003","-0.55"
"10.49","-0.9599999999999999"
"-16.88","0.6600000000000005"
"-5.510000000000001","-5.62"
"4.31","-1.6000000000000003"
"-8.68","1.29"
"-15.569999999999997","3.61"
"-10.870000000000001","1.3600000000000003"
"-3.4199999999999995","-0.8"
"-5.97","-5.38"
"-36.56999999999999","5.630000000000007"
"-24.049999999999997","-1.4500000000000008"
"10.2","0.7800000000000002"
"21.08","1.6600000000000004"
"-20.299999999999994","1.730000000000001"
"-14.700000000000001","-3.4800000000000004"
"-3.75","-0.25"
"-1.5999999999999999","-0.24"
"-18.960000000000004","4.24"
"-4.53","1.7000000000000002"
"-9.290000000000001","-2.3600000000000003"
"-1.35","-0.74"
"22.4","1.5599999999999992"
"-8.269999999999998","-3.16"
"-1.58","3.9900000000000007"
"6.9399999999999995","0.7"
"-7.42","-1.2600000000000007"
"-4.78","-1.4999999999999998"
"-3.46","0.81"
"8.96","-1.05"
"5.210000000000001","-0.99"
"6.42","-1.89"
"6.899999999999999","-2.53"
"7.93","1.4100000000000004"
"-25.67","-10.540000000000003"
"9.02","-4.249999999999999"
"9","-3.3900000000000006"
"-6.48","1.0299999999999996"
"-4.91","0.4"
"18.09","-1.3800000000000006"
"19.75","2.2800000000000002"
"13.040000000000001","2.5"
"-1.3900000000000003","-0.95"
"-27.099999999999994","8.649999999999999"
"-2.57","-0.6200000000000001"
"10.14","4.010000000000001"
"3.2399999999999998","-4.529999999999999"
"8.82","-20.28"
"-9.32","-0.6200000000000001"
"22.1","-3.149999999999999"
"-28.239999999999984","3.8999999999999986"
"9.28","1.18"
"12.03","2.67"
"-6.6","0.8699999999999999"
"4.99","-0.35000000000000003"
"13.98","-1.0200000000000005"
"-0.42","-0.47000000000000003"
"-13.26","1.6500000000000004"
"10.15","-6.09"
"5.04","-0.59"
"7.06","-0.53"
"-12.719999999999999","2.57"
"3.9400000000000004","-3.26"
"8.580000000000002","0.5900000000000001"
"1.57","-0.31"
"-43.120000000000005","28.17"
"-7.140000000000001","-2.04"
"8.459999999999999","-2.3"
"10.889999999999999","-1.5400000000000005"
"-29.65","7.199999999999998"
"-12.96","0.6100000000000001"
"-10.450000000000001","1.0000000000000004"
"-11.349999999999998","2.3"
"14.219999999999999","-5.93"
"-5.41","0.48000000000000004"
"10.32","-1.6"
"-5.470000000000001","2.8000000000000003"
"21.379999999999995","3.5299999999999985"
"-0.97","-0.51"
"-3.84","0.3"
"-1.08","-4.589999999999999"
"-2.6999999999999997","-1.1"
"-6.27","1.08"
"-11.59","1.7899999999999996"
"-5.340000000000001","0.5"
"-3.5500000000000003","0.12000000000000002"
"7.790000000000001","0.7600000000000002"
"4.95","-0.77"
"6.299999999999999","-0.7600000000000002"
"-5.46","-0.05"
"-4.75","-2.5800000000000005"
"-27.97","1.1199999999999999"
"-12.49","1.41"
"-8.370000000000001","2.08"
"39.59","4.869999999999998"
"9.000000000000002","-14.760000000000002"
"-2.6000000000000005","0.54"
"12","0.95"
"-2.39","-1.2499999999999998"
"-16.649999999999995","-3.8499999999999996"
"-13.540000000000001","2.38"
"-6.969999999999999","4.33"
"-9.58","2.3200000000000003"
"-6.85","0.6799999999999999"
"-4.829999999999999","1.93"
"3.31","-0.62"
"18.290000000000003","2.0500000000000007"
"14.38","1.0000000000000004"
"7.129999999999999","-2.8699999999999997"
"-6.090000000000001","-0.9600000000000002"
"6.84","-0.6100000000000001"
"19.650000000000002","4.180000000000001"
"21.819999999999997","4.090000000000001"
"-28.17","-0.9799999999999992"
"2.5300000000000002","-5.79"
"9.97","-1.4400000000000004"
"-49","3.2899999999999996"
"-14.75","-1.7900000000000003"
"-9.17","1.6700000000000002"
"-25.020000000000007","9.550000000000008"
"13.229999999999995","-1.5800000000000003"
"12.9","-2.1699999999999995"
"102.67999999999999","19.320000000000025"
"-17.729999999999997","1.680000000000001"
"4.09","9.59"
"-2.46","-0.87"
"4.859999999999999","-0.41"
"16.180000000000007","-1.4000000000000006"
"-25.72","5.17"
"-1.6800000000000004","-0.69"
"-18.8","-8.5"
"5.140000000000001","-0.9199999999999999"
"-7.829999999999999","0.77"
"-5.289999999999999","1.77"
"-1.31","-2.96"
"-14.99","1.5900000000000005"
"-18.500000000000004","3.9900000000000007"
"5.72","-0.5700000000000001"
