"x","y","rx","ry","type"
"-0.08959945461206269","-0.25096673993339313","0.012569601075691089","0.012498927046681008","0"
"NaN","NaN","NaN","NaN","1"
"-0.08845954375459969","-0.2503090838476413","0.012044841154462341","0.011567136111287023","0"
"-0.03418018562453134","-0.18121396218027389","-0.0328221321105957","-0.06810098886489868","1"
"-0.016122315769925552","0.014566616466866624","-0.5470879707883923","-0.06305541473937105","0"
"0.11048582168894076","0.03474675406009779","0.39052302848308457","0.15211467021102204","1"
"-0.016122315769925552","0.014566616466866624","-0.5470879707883923","-0.06305541473937105","0"
"0.11105760105517733","0.03321966002969181","0.35488214763272713","0.13591723983027354","1"
"-0.014109124102682438","0.018822234138002936","-0.5296958693355884","-0.06302108483494452","0"
"0.09873890572220739","0.04062363788159224","0.3007921898452035","0.16132740208702365","1"
"-0.013203576291032401","0.020082476271026353","-0.5265651114326928","-0.06263038331527424","0"
"0.09886356194814046","0.08154662450154622","0.24641419816435428","0.13052184121650562","1"
"-0.012684675359100884","0.02091957639888878","-0.5255813776107316","-0.0621719987651382","0"
"0.1072041173055382","0.10069570949040546","0.2164583968992678","0.1247877318006723","1"
"-0.0171230882670909","0.02958843704862239","-0.5161312373874454","-0.1013131836697221","0"
"0.09291609402360587","0.10705196211490725","0.20154123558786702","0.11873015218180388","1"
"-0.016881624925801683","0.035577032545605444","-0.5070949262815484","-0.08605180625751807","0"
"0.07075304962614531","0.06876445553636037","0.046555684138369816","0.11457466278024898","1"
"-0.022456027278604435","-0.0023252612860627875","-0.5018059448678364","-0.03398808684459952","0"
"0.07075304962614531","0.06876445553636037","0.046555684138369816","0.11457466278024898","1"
"-0.0321618257448157","-0.002501976745404081","-0.49608699319557825","-0.03374706020588718","0"
"0.07075304962614531","0.06876445553636037","0.046555684138369816","0.11457466278024898","1"
"-0.03151159070486344","0.013078788699638312","-0.4938841503295324","-0.03371703454514778","0"
"0.07075304962614531","0.06876445553636037","0.046555684138369816","0.11457466278024898","1"
"-0.037525843804295925","0.015474564634002158","-0.501837757649492","-0.03039265869835881","0"
"0.07075304962614531","0.06876445553636037","0.046555684138369816","0.11457466278024898","1"
"-0.02606526410591002","-0.02001471038708471","-0.6546540877871138","0.025367396905777686","0"
"0.07075304962614531","0.06876445553636037","0.046555684138369816","0.11457466278024898","1"
"-0.01774684381322796","-0.01247820510885883","-0.7079941814718873","0.014808074254838247","0"
"0.07075304962614531","0.06876445553636037","0.046555684138369816","0.11457466278024898","1"
"-0.017753889892708374","-0.013729887997244809","-0.6943390107372993","0.025937636578037812","0"
"0.06596436026768807","0.05497450156089587","0.04301392970941006","0.10704822097069178","1"
"-0.01732210813293848","-0.014087617490212494","-0.6929181138913314","0.025839259127576748","0"
"0.06699996975403798","0.05254724418060689","0.0418446027779881","0.10531904410712327","1"
"-0.002476186841267062","-0.004513378391784086","-0.6494921368500709","0.011119526172689761","0"
"0.08398205056110829","0.04545378713448463","0.03614075713055231","0.09908192681242003","1"
"0.0011402611161169124","0.030494803476102353","-0.6535815339510715","0.0026160737803064987","0"
"0.07719232517982198","0.051352670538091214","0.05407697589040917","0.09238089857814467","1"
"0.0012980560241080286","0.031252734469820916","-0.6516299779743041","0.0019106293860342578","0"
"0.07700500664887605","0.05158799859108748","0.0534269226094087","0.09056391898128721","1"
"0.0005219727571692443","0.032496325753978025","-0.6363853538285091","0.0033182283566538626","0"
"0.07700500664887605","0.05158799859108748","0.0534269226094087","0.09056391898128721","1"
"0.0007400779629970125","0.031107280370178035","-0.6342340149955277","0.00240482749502371","0"
"0.07700500664887605","0.05158799859108748","0.0534269226094087","0.09056391898128721","1"
"0.00043359718367768876","0.015362187988920462","-0.6239138925931619","0.01883626954827209","0"
"0.07700500664887605","0.05158799859108748","0.0534269226094087","0.09056391898128721","1"
"-0.001371282190277728","0.020228085582822214","-0.6138023798355178","-0.00006209000771147731","0"
"0.07700500664887605","0.05158799859108748","0.0534269226094087","0.09056391898128721","1"
"-0.0013562545404525235","0.021845619860946738","-0.6124651132808729","-0.00001572812380788396","0"
"0.07700500664887605","0.05158799859108748","0.0534269226094087","0.09056391898128721","1"
"-0.0007866007182836304","0.02525254715908232","-0.6095751173249685","-0.0018427376164212","0"
"0.0834992457033448","0.07076984656379716","0.046900532066448744","0.08755234810902829","1"
"-0.0007547680080602424","0.025401609289969363","-0.6092175110010059","-0.001880549205737441","0"
"0.08380192040062662","0.09187884094999797","0.03691704048594432","0.07204991067523386","1"
"-0.0004921781314197039","0.02536524670228498","-0.5984446913652002","0.0025338775965831574","0"
"0.08380192040062662","0.09187884094999797","0.03691704048594432","0.07204991067523386","1"
"-0.0004277005838317728","0.02534330628331781","-0.595533454761553","0.003273705038042015","0"
"0.08380192040062662","0.09187884094999797","0.03691704048594432","0.07204991067523386","1"
"-0.0008190615194996904","0.025428140362289638","-0.5954359687486095","0.002700171126433165","0"
"0.0825567888992804","0.09147156300368132","0.033518533243073356","0.07258874729827598","1"
"-0.0034660013186618476","0.030743919253786237","-0.5982973334915986","0.0013235545351364005","0"
"0.0825567888992804","0.09147156300368132","0.033518533243073356","0.07258874729827598","1"
"-0.004670790946027726","0.03719751865423434","-0.5946983952072212","0.00213119693975446","0"
"0.08225437561050057","0.09211899898946285","-0.01989666698500514","0.04670304749161005","1"
"-0.005446100919784296","0.03276308603987824","-0.5887199468276177","0.011680388409119592","0"
"0.08225437561050057","0.09211899898946285","-0.01989666698500514","0.04670304749161005","1"
"-0.005143162457163107","0.03131733262081577","-0.5876303333328491","0.011700369014314208","0"
"0.08225437561050057","0.09211899898946285","-0.01989666698500514","0.04670304749161005","1"
"-0.004590758935850647","0.03250323293556835","-0.5772480534504654","0.010598374760260564","0"
"0.06266208353612583","0.061678298708301244","-0.011571008418808874","0.06516220566135106","1"
"-0.0039717262496368425","0.028471253739647505","-0.5851896465390902","0.0005691215009006841","0"
"0.06266208353612583","0.061678298708301244","-0.011571008418808874","0.06516220566135106","1"
"-0.004038341881306709","0.027203722561727598","-0.5842243679134413","0.0005577767538894728","0"
"0.06266208353612583","0.061678298708301244","-0.011571008418808874","0.06516220566135106","1"
"-0.004025225674276387","0.027118759345297592","-0.5836638736953725","0.0007113336809087736","0"
"0.06200284322215273","0.053164394100788125","-0.012132518446597216","0.07241903572136475","1"
"-0.002267280639573917","0.02126997897196948","-0.5842671154986268","-0.002596984800728799","0"
"0.06200284322215273","0.053164394100788125","-0.012132518446597216","0.07241903572136475","1"
"-0.0023719342291289077","0.02016811142001829","-0.581264274539567","0.0002836038907486411","0"
"0.05948303837473221","0.05198828596107209","-0.009043287918053937","0.0866885670970158","1"
"-0.0024349658853579192","0.02013752027428983","-0.5777894220649139","0.006404530093352797","0"
"0.05948303837473221","0.05198828596107209","-0.009043287918053937","0.0866885670970158","1"
"-0.002360911284257473","0.01997096902114555","-0.5771471434077093","0.006127317171117777","0"
"0.058474945474644095","0.040795109937993845","-0.026797216461629282","0.05750299845727123","1"
"-0.002360911284257473","0.01997096902114555","-0.5771471434077093","0.006127317171117777","0"
"0.04730595237966897","0.04418091116032163","-0.027522482589823035","0.05771352595465195","1"
"-0.003911010822657346","0.012489376254595131","-0.6019437575829228","0.02229329077903845","0"
"0.04730595237966897","0.04418091116032163","-0.027522482589823035","0.05771352595465195","1"
"-0.004259570884725053","0.00595878073105343","-0.5970547591369944","0.027919427556370526","0"
"0.04085152169520205","0.03785218677737496","-0.005321582745422017","0.02550680617039854","1"
